1, 160.666904, 6.671211, 0.086483, 0.074996
2, 2.109805, 1.663759, 0.002067, 0.073258
3, 2.879169, 0.656951, 0.009654, 0.072798
4, 1.946508, -1.793082, 0.005663, 0.073673
5, 1.111803, -1.899431, 0.006257, 0.056983
6, 0.688803, -1.725531, 0.006949, 0.047857
7, -0.080266, -1.347668, 0.002885, 0.014126
8, -0.204243, -0.033481, 0.002294, 0.032471
9, -0.343918, 2.189118, 0.001943, 0.072275
10, -0.631604, 4.677588, 0.001932, 0.072566
11, 1.633197, 3.400389, 0.011273, 0.059952
12, 0.102461, -1.032492, 0.003732, 0.058319
13, -0.412896, 1.243749, 0.001931, 0.071502
14, -0.946654, 5.426726, 0.001931, 0.071581
15, -2.269492, 11.814810, 0.001943, 0.071629
16, 0.853939, 10.586457, 0.007564, 0.054603
17, 0.805255, -5.119612, 0.003532, 0.031205
18, 0.222678, -5.036332, 0.002772, 0.020870
19, 0.086307, -3.075524, 0.002726, 0.037083
20, 0.329862, -3.904376, 0.003789, 0.072445
21, -0.080674, -1.626534, 0.002978, 0.072297
22, 0.194118, -5.573007, 0.002682, 0.068786
23, -2.487029, 3.848026, 0.001965, 0.070970
24, -0.689643, 16.122558, 0.004263, 0.072005
25, 1.101849, 0.775536, 0.002979, 0.064530
26, -0.074957, 1.081591, 0.002949, 0.042698
27, -0.123080, -0.159465, 0.002905, 0.039007
28, -0.748724, 0.056868, 0.002663, 0.040298
29, -7.047937, 19.365943, 0.001944, 0.071537
30, -1.528724, 23.597826, 0.005976, 0.070572
31, -0.548980, 12.649989, 0.003611, 0.064871
32, -9.058344, 32.567151, 0.001945, 0.071372
33, -11.383186, 47.727301, 0.001930, 0.071195
34, -12.227809, 59.741890, 0.001945, 0.071316
35, -13.112937, 70.090198, 0.001930, 0.071383
36, -14.211636, 72.285667, 0.001931, 0.071741
37, -12.074119, 71.328492, 0.001930, 0.071336
38, -13.347015, 77.746064, 0.001930, 0.071264
39, -12.906980, 81.753723, 0.001931, 0.071305
40, -15.340539, 83.409668, 0.001930, 0.071243
41, -14.981234, 84.383889, 0.001931, 0.071290
42, -17.263525, 84.512821, 0.001943, 0.071396
43, -17.212889, 84.710865, 0.001932, 0.071588
44, -15.634483, 81.829312, 0.001930, 0.071090
45, -16.674177, 80.989488, 0.001962, 0.071363
46, -19.104538, 87.758644, 0.001929, 0.071210
47, -17.095034, 83.517438, 0.001944, 0.071388
48, -15.059405, 80.611390, 0.001929, 0.071527
49, -16.610041, 86.751569, 0.001930, 0.071311
50, -18.446985, 90.805584, 0.001930, 0.071307
51, -16.566451, 86.819585, 0.001930, 0.071365
52, -17.715404, 87.087363, 0.001931, 0.071240
53, -20.127478, 92.590623, 0.001931, 0.071170
54, -20.218500, 84.556229, 0.001963, 0.071317
55, -17.748365, 84.513293, 0.001935, 0.071633
56, -19.289557, 87.306683, 0.001947, 0.071268
57, -16.090983, 81.988006, 0.001945, 0.071249
58, -16.099624, 79.910409, 0.001929, 0.071397
59, -12.387319, 78.453765, 0.001930, 0.071103
60, -23.172787, 78.375086, 0.001931, 0.071272
61, -22.312850, 77.399025, 0.001929, 0.071327
62, -18.536308, 69.311543, 0.001944, 0.071100
63, -14.041257, 62.893990, 0.001930, 0.071223
64, -16.682752, 68.735298, 0.001932, 0.071778
65, -19.847002, 72.546135, 0.001945, 0.071300
66, -9.872905, 64.949617, 0.001949, 0.071396
67, -14.159987, 62.205103, 0.001930, 0.071312
68, -16.500141, 66.834384, 0.001936, 0.071601
69, -19.634712, 68.665447, 0.001929, 0.071415
70, -22.889761, 73.176455, 0.001935, 0.071525
71, -25.343087, 76.559551, 0.001946, 0.071216
72, -27.132866, 80.046622, 0.001949, 0.071534
73, -28.065543, 78.272242, 0.001962, 0.071075
74, -32.327123, 81.469007, 0.001975, 0.071220
75, -35.044012, 79.983963, 0.001988, 0.071091
76, -37.074291, 77.317886, 0.001977, 0.071417
77, -13.940366, 51.980162, 0.009807, 4.587584
78, -0.993893, -14.764591, 0.003298, 0.068550
79, -1.811554, -10.473498, 0.003357, 0.065456
80, -2.105552, -10.831495, 0.003492, 0.057743
81, -2.235711, -9.379070, 0.003396, 0.061738
82, -2.491593, -11.299060, 0.003353, 0.062409
83, -3.342999, -11.499624, 0.003721, 0.066207
84, -3.716436, -18.128969, 0.003696, 0.068469
85, -3.210144, -9.712040, 0.003285, 0.070497
86, -3.221618, -9.099284, 0.003424, 0.058999
87, -3.818574, -6.962981, 0.003529, 0.055415
88, -4.294106, -4.466165, 0.003672, 0.058012
89, -3.435314, -11.930889, 0.003568, 0.063654
90, -3.227652, -7.122301, 0.003515, 0.049821
91, -2.891046, -5.991319, 0.003844, 0.054672
92, -3.263958, -7.497216, 0.003674, 0.066196
93, -3.113174, -5.666791, 0.003706, 0.069398
94, -2.482974, -12.691644, 0.003679, 0.057610
95, -3.036714, -13.507855, 0.003818, 0.060204
96, -3.308504, -18.343460, 0.003714, 0.059985
97, -2.670351, -19.502948, 0.003689, 0.061869
98, -2.824074, -15.537116, 0.003744, 0.054307
99, -3.141236, -22.490960, 0.003512, 0.054456
100, -3.029098, -19.841460, 0.003497, 0.055325
101, -3.225868, -18.655755, 0.003658, 0.050823
102, -3.023852, -23.220118, 0.003556, 0.047897
103, -2.857881, -22.526320, 0.003360, 0.051454
104, -3.051130, -22.077879, 0.003533, 0.033023
105, -2.762953, -25.232486, 0.003473, 0.038614
106, -2.909038, -28.681571, 0.003573, 0.043213
107, -3.651723, -33.412901, 0.003510, 0.037366
108, -3.804780, -33.110738, 0.003409, 0.026374
109, -2.578462, -35.215910, 0.003655, 0.026387
110, -2.828098, -28.291267, 0.003587, 0.026035
111, -3.390418, -29.016543, 0.003587, 0.019601
112, -3.645514, -30.289343, 0.003574, 0.029233
113, -3.167608, -36.822260, 0.003627, 0.028192
114, -3.695802, -34.551694, 0.003589, 0.015899
115, -3.724768, -38.613704, 0.003664, 0.014421
116, -4.226195, -38.293439, 0.003515, 0.015671
117, -3.869724, -35.890415, 0.003438, 0.011973
118, -2.262504, -35.876134, 0.003672, 0.010319
119, -2.652200, -38.795736, 0.003778, 0.017295
120, -2.104628, -44.842851, 0.003498, 0.015052
121, -3.010972, -43.537599, 0.003337, 0.015161
122, -3.220853, -43.592911, 0.003235, 0.013987
123, -2.601026, -42.223510, 0.003406, 0.011862
124, -3.054218, -41.598990, 0.003317, 0.012640
125, -2.694789, -47.495902, 0.003430, 0.011555
126, -4.111953, -47.282393, 0.003279, 0.011657
127, -3.493226, -37.987253, 0.003216, 0.017502
128, -2.830489, -39.309999, 0.003271, 0.010126
129, -3.084079, -40.516389, 0.003484, 0.014089
130, -2.993473, -41.881548, 0.003273, 0.009843
131, -3.488183, -39.795456, 0.003102, 0.010067
132, -3.523987, -39.757395, 0.003218, 0.008394
133, -9.286917, -30.402639, 0.002757, 0.072349
134, -18.915473, 3.231312, 0.001931, 0.071140
135, -20.751793, 16.016256, 0.001944, 0.071107
136, -25.105188, 28.818732, 0.001947, 0.071510
137, -6.103649, -21.368870, 0.006865, 0.070390
138, -4.705336, -31.370636, 0.003346, 0.069465
139, -4.426065, -30.694864, 0.003154, 0.069559
140, -4.594016, -29.747184, 0.003312, 0.056169
141, -2.990936, -32.068770, 0.003628, 0.019738
142, -2.425098, -43.068975, 0.003584, 0.019706
143, -2.354633, -51.090781, 0.003373, 0.011084
144, -2.271903, -49.615839, 0.003333, 0.009661
145, -2.605251, -47.181564, 0.003304, 0.009014
146, -3.072610, -44.193095, 0.003348, 0.013626
147, -2.540633, -48.556718, 0.003194, 0.010110
